text,term,polarity
"I had to buy a wireless mouse to go with it, as I am old school and hate the pad, but knew that before I bought it, now it works great, need to get adjusted to the key board, as I am used to a bigger one and pounding.",key board,neutral
"When considering a Mac, look at the total cost of ownership and not just the initial price tag.",cost of ownership,neutral
"When considering a Mac, look at the total cost of ownership and not just the initial price tag.",price tag,neutral
"Has all the other features I wanted including a VGA port, HDMI, ethernet and 3 USB ports.",features,positive
"Has all the other features I wanted including a VGA port, HDMI, ethernet and 3 USB ports.",VGA port,neutral
"Has all the other features I wanted including a VGA port, HDMI, ethernet and 3 USB ports.",HDMI,neutral
"Has all the other features I wanted including a VGA port, HDMI, ethernet and 3 USB ports.",ethernet,neutral
"Has all the other features I wanted including a VGA port, HDMI, ethernet and 3 USB ports.",USB ports,neutral
The only thing I dislike about this laptop are the rubber pads found on the bottom of the computer for grip.,rubber pads,negative
It's a decent computer for the price and hopefully it will last a long time.,price,neutral
The nicest  part is the low heat output and ultra quiet operation.,heat output,positive
The nicest  part is the low heat output and ultra quiet operation.,operation,positive
I will upgrade the ram myself (because with this model you can you can do it) later on.,upgrade the ram,positive
The price is 200 dollars down.,price,positive
"this Mac Mini does not have a built-in mic, and it would seem that its Mac OS 10.9 does not handle external microphones properly.",built-in mic,neutral
"this Mac Mini does not have a built-in mic, and it would seem that its Mac OS 10.9 does not handle external microphones properly.",Mac OS 10.9,negative
"this Mac Mini does not have a built-in mic, and it would seem that its Mac OS 10.9 does not handle external microphones properly.",external microphones,neutral
A lot of features and shortcuts on the MBP that I was never exposed to on a normal PC.,features,neutral
A lot of features and shortcuts on the MBP that I was never exposed to on a normal PC.,shortcuts,neutral
Wasn't sure if I was going to like it much less love it so I went to a local best buy and played around with the IOS system on a Mac Pro and it was totally unique and different.,IOS system,positive
air has higher resolution but the fonts are small.,resolution,positive
air has higher resolution but the fonts are small.,fonts,negative
"working with Mac is so much easier, so many cool features.",working,positive
"working with Mac is so much easier, so many cool features.",features,positive
I like the brightness and adjustments.,brightness,positive
I like the brightness and adjustments.,adjustments,positive
I only wish this mac had a CD/DVD player built in.,CD/DVD player,neutral
The only thing I miss is that my old Alienware laptop had backlit keys.,backlit keys,negative
"The only thing I miss are the ""Home/End"" type keys and other things that I grew accustomed to after so long.","""Home/End"" type keys",neutral
"So happy with this purchase, I just wish it came with Microsoft Word.",Microsoft Word,neutral
It has enough memory and speed to run my business with all the flexibility that comes with a laptop.,memory,positive
It has enough memory and speed to run my business with all the flexibility that comes with a laptop.,speed,positive
It has enough memory and speed to run my business with all the flexibility that comes with a laptop.,flexibility,positive
"The speed, the simplicity, the design.. it is lightyears ahead of any PC I have ever owned.",speed,positive
"The speed, the simplicity, the design.. it is lightyears ahead of any PC I have ever owned.",simplicity,positive
"The speed, the simplicity, the design.. it is lightyears ahead of any PC I have ever owned.",design,positive
"The battery life is excellent, the display is excellent, and downloading apps is a  breeze.",battery life,positive
"The battery life is excellent, the display is excellent, and downloading apps is a  breeze.",display,positive
"The battery life is excellent, the display is excellent, and downloading apps is a  breeze.",downloading apps,positive
"The screen, the software and the smoothness of the operating system.",screen,positive
"The screen, the software and the smoothness of the operating system.",software,positive
"The screen, the software and the smoothness of the operating system.",operating system,positive
i have dropped mine a couple times with only a slim plastic case covering it.,slim plastic case,neutral
I also made a recovery USB stick.,recovery USB stick,neutral
"But with this laptop, the bass is very weak and the sound comes out sounding tinny.",bass,negative
"But with this laptop, the bass is very weak and the sound comes out sounding tinny.",sound,negative
"The built quality is really good, I was so Happy and excited about this Product.",built quality,positive
I am loving the fast performance also.,performance,positive
"Further, this Mac Mini has a sloppy Bluetooth interface (courtesy of the Mac OS) and the range is poor.",Bluetooth interface,negative
"Further, this Mac Mini has a sloppy Bluetooth interface (courtesy of the Mac OS) and the range is poor.",Mac OS,negative
"Further, this Mac Mini has a sloppy Bluetooth interface (courtesy of the Mac OS) and the range is poor.",range,negative
If you start on the far right side and scroll to your left the start menu will automatically come up.,start menu,neutral
My only gripe would be the need to add more RAM.,RAM,negative
Fine if you have a touch screen.,touch screen,neutral
"As far as user type - I dabble in everything from games (WoW) to Photoshop, but nothing professionally.",games,neutral
